timestamp,tds,ph,turbidity,cholera_prob,typhoid_prob,hepatitis_a_prob,dysentery_prob,diarrheal_prob
2025-09-12T04:50:05.961Z,201,8,3.3,0.01,0.01,0.01,0.01,0.01
2025-09-12T04:50:10.962Z,452,7,0.3,0.01,0.01,0.01,0.01,0.01
2025-09-12T04:50:15.964Z,378,7.7,1.1,0.01,0.01,0.01,0.01,0.01
2025-09-12T04:50:20.966Z,227,7.7,16,0.01,0.01,0.01,0.01,0.01
2025-09-12T04:50:25.967Z,406,6.7,3.8,0.01,0.01,0.01,0.01,0.01
2025-09-12T04:50:30.969Z,238,6.8,1.3,0.01,0.01,0.01,0.01,0.01
2025-09-12T04:50:35.971Z,216,7,1.6,0.01,0.01,0.01,0.01,0.01
2025-09-12T04:50:40.973Z,259,8.2,0.8,0.01,0.01,0.01,0.01,0.01
2025-09-12T04:50:45.975Z,490,7.1,0.8,0.01,0.01,0.01,0.01,0.01
2025-09-12T04:50:50.976Z,271,7.1,1.6,0.01,0.01,0.01,0.01,0.01
2025-09-12T04:50:55.978Z,493,6.7,1.7,0.01,0.01,0.01,0.01,0.01
2025-09-12T04:51:00.982Z,325,7.9,10.4,0.01,0.01,0.01,0.01,0.01
2025-09-12T04:51:05.982Z,320,7.4,2.8,0.01,0.01,0.01,0.01,0.01
2025-09-12T04:51:10.984Z,294,8,0.8,0.01,0.01,0.01,0.01,0.01
2025-09-12T04:51:15.986Z,530,7.2,1,0.01,0.01,0.01,0.01,0.01
2025-09-12T04:51:20.988Z,256,7.8,3.3,0.01,0.01,0.01,0.01,0.01
2025-09-12T04:51:25.990Z,475,7.4,0.6,0.01,0.01,0.01,0.01,0.01
2025-09-12T04:51:30.992Z,440,7.8,0.5,0.01,0.01,0.01,0.01,0.01
2025-09-12T04:51:35.993Z,291,7.8,1.9,0.01,0.01,0.01,0.01,0.01
2025-09-12T04:51:40.995Z,463,7.5,0.5,0.01,0.01,0.01,0.01,0.01
2025-09-12T04:51:45.998Z,292,6.6,19,0.01,0.01,0.01,0.01,0.01
