timestamp,tds,ph,turbidity,cholera_prob,typhoid_prob,hepatitis_a_prob,dysentery_prob,diarrheal_prob
2025-09-15T04:20:39.335Z,464,7.4,0.4,0.01,0.43,0.01,0.13,0.44
2025-09-15T04:20:44.336Z,494,7.9,1,0.01,0.45,0.01,0.12,0.43
2025-09-15T04:20:49.337Z,401,7.5,2,0.01,0.43,0.01,0.14,0.43
2025-09-15T04:20:54.339Z,357,5.4,0.9,0.01,0.37,0.01,0.62,0.01
2025-09-15T04:20:59.341Z,297,6.9,2,0.01,0.41,0.01,0.57,0.02
2025-09-15T04:21:04.343Z,318,8.1,1.6,0.01,0.43,0.01,0.15,0.42
2025-09-15T04:21:09.346Z,337,8.4,7.7,0.01,0,0.01,0,1
2025-09-15T04:21:14.348Z,366,7.9,1.9,0.01,0.45,0.01,0.15,0.4
2025-09-15T04:21:19.349Z,406,7.5,0.2,0.01,0.43,0.01,0.15,0.42
2025-09-15T04:21:24.350Z,332,7.9,3.7,0.01,0.45,0.01,0.15,0.4
2025-09-15T04:21:29.352Z,458,6.8,0.8,0.01,0.4,0.01,0.59,0.01
2025-09-15T04:21:34.354Z,243,6.7,3,0.01,0.39,0.01,0.6,0.01
2025-09-15T04:21:39.356Z,474,7.6,0.3,0.01,0.43,0.01,0.13,0.44
2025-09-15T04:21:44.358Z,375,5.8,1.1,0.01,0.39,0.01,0.61,0
2025-09-15T04:21:49.360Z,249,6.9,19.7,0.01,0,0.01,0.95,0.05
2025-09-15T04:21:54.362Z,332,7.1,3.4,0.01,0.42,0.01,0.17,0.41
2025-09-15T04:21:59.363Z,254,6.9,2.2,0.01,0.41,0.01,0.56,0.03
2025-09-15T04:22:04.366Z,412,7.3,4.7,0.01,0.25,0.01,0.16,0.59
2025-09-15T04:22:09.367Z,320,7.5,2.9,0.01,0.43,0.01,0.14,0.43
2025-09-15T04:22:14.369Z,353,6.5,0.2,0.01,0.39,0.01,0.61,0
2025-09-15T04:22:19.370Z,367,8,1.7,0.01,0.44,0.01,0.15,0.41
2025-09-15T04:22:24.372Z,356,8.3,1.3,0.01,0.43,0.01,0.15,0.42
2025-09-15T04:22:29.374Z,258,6.8,0,0.01,0.4,0.01,0.58,0.02
2025-09-15T04:22:34.376Z,364,7.5,0.3,0.01,0.43,0.01,0.15,0.42
2025-09-15T04:22:39.378Z,461,7.3,0,0.01,0.43,0.01,0.14,0.43
2025-09-15T04:22:44.380Z,438,8,2.4,0.01,0.44,0.01,0.14,0.42
2025-09-15T04:22:49.382Z,626,6.8,3.5,0.01,1,0.01,0,0
2025-09-15T04:22:54.384Z,354,8.8,0.6,0.01,0.44,0.01,0.16,0.4
2025-09-15T04:22:59.386Z,398,8.2,3.4,0.01,0.43,0.01,0.14,0.43
2025-09-15T04:23:04.387Z,313,7.5,3.7,0.01,0.43,0.01,0.15,0.42
2025-09-15T04:23:09.389Z,484,6.6,2.9,0.01,0.38,0.01,0.59,0.03
2025-09-15T04:23:14.391Z,260,8.1,0.3,0.01,0.43,0.01,0.13,0.44
2025-09-15T04:23:19.393Z,485,8.3,1.8,0.01,0.43,0.01,0.13,0.44
2025-09-15T04:23:24.395Z,326,7.8,0,0.01,0.44,0.01,0.15,0.41
2025-09-15T04:23:29.397Z,963,7.2,0.9,0.01,1,0.01,0,0
2025-09-15T04:23:34.399Z,356,7.8,3.4,0.01,0.44,0.01,0.15,0.41
2025-09-15T04:23:39.401Z,338,6.6,3.4,0.01,0.38,0.01,0.61,0.01
2025-09-15T04:23:44.402Z,361,8.3,0.5,0.01,0.43,0.01,0.15,0.42
2025-09-15T04:23:49.405Z,519,5.9,1.3,0.01,0.43,0.01,0.54,0.03
2025-09-15T04:23:54.407Z,684,7.1,0.8,0.01,1,0.01,0,0
2025-09-15T04:23:59.408Z,387,8.4,0.5,0.01,0.43,0.01,0.15,0.42
2025-09-15T04:24:04.410Z,215,7.7,2.8,0.01,0.44,0.01,0.14,0.42
2025-09-15T04:24:09.412Z,482,7.2,6.2,0.01,0,0.01,0,1
2025-09-15T04:24:14.413Z,270,8.2,2.3,0.01,0.43,0.01,0.13,0.44
2025-09-15T04:24:19.415Z,457,6.6,0,0.01,0.38,0.01,0.61,0.01
