timestamp,tds,ph,turbidity,cholera_prob,typhoid_prob,hepatitis_a_prob,dysentery_prob,diarrheal_prob
2025-09-13T03:50:46.566Z,337,8.3,2,0.01,0.42,0.01,0.17,0.41
2025-09-13T03:50:51.567Z,971,6.8,0.1,0.01,0.99,0.01,0.01,0
2025-09-13T03:50:56.568Z,278,6.3,2.5,0.01,0.42,0.01,0.57,0.01
2025-09-13T03:51:01.570Z,231,5.2,2.5,0.01,0.4,0.01,0.59,0.01
2025-09-13T03:51:06.572Z,235,8,2.3,0.01,0.42,0.01,0.15,0.43
2025-09-13T03:51:11.574Z,377,7,1.8,0.01,0.42,0.01,0.14,0.44
2025-09-13T03:51:16.577Z,1103,8,2.4,0.01,1,0.01,0,0
2025-09-13T03:51:21.577Z,428,6.5,1.1,0.01,0.4,0.01,0.58,0.02
2025-09-13T03:51:26.580Z,416,7.9,3.2,0.01,0.41,0.01,0.13,0.46
2025-09-13T03:51:31.582Z,364,7.6,0.6,0.01,0.42,0.01,0.14,0.44
2025-09-13T03:51:36.583Z,347,9.2,3.2,0.01,0.42,0.01,0.1,0.48
2025-09-13T03:51:41.585Z,451,7.3,3.3,0.01,0.41,0.01,0.09,0.5
2025-09-13T03:51:46.587Z,423,7.8,1.7,0.01,0.42,0.01,0.09,0.49
2025-09-13T03:51:51.589Z,329,7.1,0.4,0.01,0.42,0.01,0.1,0.48
2025-09-13T03:51:56.591Z,205,7.1,2.1,0.01,0.42,0.01,0.14,0.44
2025-09-13T03:52:01.593Z,444,6.7,3.4,0.01,0.43,0.01,0.56,0.01
2025-09-13T03:52:06.595Z,322,7.4,1.9,0.01,0.4,0.01,0.1,0.5
2025-09-13T03:52:11.597Z,414,9.3,3,0.01,0.42,0.01,0.09,0.49
2025-09-13T03:52:16.599Z,326,7.2,0.1,0.01,0.41,0.01,0.1,0.49
2025-09-13T03:52:21.601Z,1094,7.6,1.7,0.01,1,0.01,0,0
2025-09-13T03:52:26.601Z,395,7.8,2.5,0.01,0.42,0.01,0.1,0.48
2025-09-13T03:52:31.604Z,482,7,3.9,0.01,0.41,0.01,0.09,0.5
2025-09-13T03:52:43.870Z,459,7,0.9,0.01,0.41,0.01,0.09,0.5
2025-09-13T03:52:48.872Z,399,7.4,9.9,0.01,0.01,0.01,0.07,0.92
2025-09-13T03:52:53.874Z,309,7.6,3.9,0.01,0.4,0.01,0.1,0.5
2025-09-13T03:52:58.877Z,1124,8.1,2.9,0.01,1,0.01,0,0
2025-09-13T03:53:03.877Z,630,8.4,0.6,0.01,1,0.01,0,0
2025-09-13T03:53:08.879Z,482,8.2,0.2,0.01,0.43,0.01,0.09,0.48
2025-09-13T03:53:13.882Z,1080,6.9,1,0.01,1,0.01,0,0
2025-09-13T03:53:18.883Z,401,8.9,1.4,0.01,0.43,0.01,0.09,0.48
2025-09-13T03:53:23.885Z,422,8,2.2,0.01,0.42,0.01,0.09,0.49
2025-09-13T03:53:28.887Z,412,6.7,3.1,0.01,0.43,0.01,0.56,0.01
2025-09-13T03:53:33.889Z,418,7.5,0.4,0.01,0.4,0.01,0.09,0.51
2025-09-13T03:53:38.891Z,241,6.9,1.9,0.01,0.45,0.01,0.49,0.06
2025-09-13T03:53:43.893Z,384,6.6,2.4,0.01,0.43,0.01,0.55,0.02
2025-09-13T03:53:48.895Z,340,5.9,5.1,0.01,0.02,0.01,0.94,0.04
