timestamp,tds,ph,turbidity,cholera_prob,typhoid_prob,hepatitis_a_prob,dysentery_prob,diarrheal_prob
2025-09-23T06:44:22.886Z,0,3.35,520.02,0.01,0,0.01,0.99,0.01
2025-09-23T06:44:27.912Z,0,3.35,337.38,0.01,0,0.01,0.99,0.01
2025-09-23T06:44:32.936Z,0,3.35,303.47,0.01,0,0.01,0.99,0.01
2025-09-23T06:44:37.962Z,0,3.35,371.06,0.01,0,0.01,0.99,0.01
2025-09-23T06:44:42.986Z,0,5.33,337.38,0.01,0,0.01,0.99,0.01
2025-09-23T06:44:48.012Z,0,5.74,252.22,0.01,0,0.01,0.98,0.02
2025-09-23T06:44:53.035Z,0,6.04,252.22,0.01,0,0.01,0.98,0.02
2025-09-23T06:44:58.061Z,0,3.35,286.44,0.01,0,0.01,0.99,0.01
2025-09-23T06:45:03.086Z,0,3.08,303.47,0.01,0.03,0.01,0.96,0.01
2025-09-23T06:45:08.114Z,1228.26,3.05,95.55,0.01,0.16,0.01,0.84,0
2025-09-23T06:45:13.139Z,1228.26,3.02,536.31,0.01,0.16,0.01,0.84,0
2025-09-23T06:45:18.163Z,1233.05,3.02,0,0.01,0.97,0.01,0.03,0
2025-09-23T06:45:23.187Z,1228.26,3.05,6.64,0.01,0.22,0.01,0.78,0
2025-09-23T06:45:28.211Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:45:33.237Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:45:38.261Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:45:43.286Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:45:48.312Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:45:53.337Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:45:58.361Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:46:03.387Z,1223.49,3.08,2716.98,0.01,0.05,0.01,0.95,0
2025-09-23T06:46:08.413Z,1223.49,3.05,2738.75,0.01,0.13,0.01,0.87,0
2025-09-23T06:46:13.436Z,1233.05,3.02,0,0.01,0.97,0.01,0.03,0
2025-09-23T06:46:18.460Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:46:23.486Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:46:28.513Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:46:33.538Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:46:38.563Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:46:43.587Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:46:48.612Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:46:53.637Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:46:58.662Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:47:03.687Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:47:08.715Z,1228.26,3.05,2296.34,0.01,0.14,0.01,0.86,0
2025-09-23T06:47:13.740Z,1228.26,3.02,804.93,0.01,0.16,0.01,0.84,0
2025-09-23T06:47:18.765Z,1228.26,3.02,664.64,0.01,0.16,0.01,0.84,0
2025-09-23T06:47:23.790Z,1228.26,3.02,1129.59,0.01,0.15,0.01,0.85,0
2025-09-23T06:47:28.812Z,1233.05,3.02,0,0.01,0.97,0.01,0.03,0
2025-09-23T06:47:33.838Z,1233.05,3.02,0,0.01,0.97,0.01,0.03,0
2025-09-23T06:47:38.861Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:47:43.887Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:47:48.913Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:47:53.938Z,1233.05,3.02,0,0.01,0.97,0.01,0.03,0
2025-09-23T06:47:58.963Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:48:03.988Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:48:09.012Z,1233.05,3.02,0,0.01,0.97,0.01,0.03,0
2025-09-23T06:48:14.036Z,1233.05,3.02,0,0.01,0.97,0.01,0.03,0
2025-09-23T06:48:19.061Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:48:24.087Z,1233.05,3.02,0,0.01,0.97,0.01,0.03,0
2025-09-23T06:48:29.112Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:48:34.138Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
2025-09-23T06:48:39.162Z,1228.26,3.02,0,0.01,0.99,0.01,0.01,0
